"EMPSTAT","COUNTRY","FREQUENCY","TIME_FORMAT","obsTime","obsValue","EMPSTAT_label"
"DE","FRA","A","P1Y","1954",1902,"Dependent employment"
"DE","IRL","A","P1Y","1988",1678,"Dependent employment"
"DE","FRA","A","P1Y","1956",1872,"Dependent employment"
"DE","DNK","A","P1Y","2000",1407,"Dependent employment"
"DE","BEL","A","P1Y","2015",1423,"Dependent employment"
"DE","BEL","A","P1Y","2016",1426,"Dependent employment"
"DE","CZE","A","P1Y","1998",1995,"Dependent employment"
"DE","DEU","A","P1Y","1991",1479,"Dependent employment"
"DE","DNK","A","P1Y","2005",1402,"Dependent employment"
"DE","DNK","A","P1Y","2006",1410,"Dependent employment"
"DE","CZE","A","P1Y","2002",1896,"Dependent employment"
"DE","FRA","A","P1Y","1965",1894,"Dependent employment"
"DE","FRA","A","P1Y","1966",1895,"Dependent employment"
"DE","CZE","A","P1Y","2005",1923,"Dependent employment"
"DE","CZE","A","P1Y","2006",1922,"Dependent employment"
"DE","HUN","A","P1Y","1990",1710,"Dependent employment"
"DE","KOR","A","P1Y","2009",2113,"Dependent employment"
"DE","KOR","A","P1Y","2010",2120,"Dependent employment"
"DE","CAN","A","P1Y","1969",1891,"Dependent employment"
"DE","CAN","A","P1Y","1971",1863,"Dependent employment"
"DE","CAN","A","P1Y","1972",1860,"Dependent employment"
"DE","KOR","A","P1Y","2014",2057,"Dependent employment"
"DE","KOR","A","P1Y","2015",2071,"Dependent employment"
"DE","HUN","A","P1Y","1998",1788,"Dependent employment"
"DE","DNK","A","P1Y","1981",1464,"Dependent employment"
"DE","DNK","A","P1Y","1982",1473,"Dependent employment"
"DE","IRL","A","P1Y","2013",1460,"Dependent employment"
"DE","IRL","A","P1Y","2014",1485,"Dependent employment"
"DE","ISL","A","P1Y","1996",1993,"Dependent employment"
"DE","ISL","A","P1Y","1997",1983,"Dependent employment"
"DE","GRC","A","P1Y","1994",1792,"Dependent employment"
"DE","GRC","A","P1Y","1995",1785,"Dependent employment"
"DE","GRC","A","P1Y","1996",1802,"Dependent employment"
"DE","GRC","A","P1Y","1997",1798,"Dependent employment"
"DE","GRC","A","P1Y","1998",1810,"Dependent employment"
"DE","NLD","A","P1Y","1977",1564,"Dependent employment"
"DE","NLD","A","P1Y","1978",1533,"Dependent employment"
"DE","NLD","A","P1Y","1979",1512,"Dependent employment"
"DE","NLD","A","P1Y","1980",1515,"Dependent employment"
"DE","NLD","A","P1Y","1981",1519,"Dependent employment"
"DE","NLD","A","P1Y","1982",1505,"Dependent employment"
"DE","HUN","A","P1Y","2015",1816,"Dependent employment"
"DE","HUN","A","P1Y","2016",1819,"Dependent employment"
"DE","FRA","A","P1Y","1957",1864,"Dependent employment"
"DE","FRA","A","P1Y","1958",1857,"Dependent employment"
"DE","CZE","A","P1Y","1996",1987,"Dependent employment"
"DE","CZE","A","P1Y","1997",1989,"Dependent employment"
"DE","FRA","A","P1Y","1961",1870,"Dependent employment"
"DE","FRA","A","P1Y","1962",1889,"Dependent employment"
"DE","FRA","A","P1Y","1963",1884,"Dependent employment"
"DE","FRA","A","P1Y","1964",1900,"Dependent employment"
"DE","FIN","A","P1Y","2008",1610,"Dependent employment"
"DE","FIN","A","P1Y","2009",1555,"Dependent employment"
"DE","FRA","A","P1Y","1967",1870,"Dependent employment"
"DE","FIN","A","P1Y","2013",1568,"Dependent employment"
"DE","FIN","A","P1Y","2014",1572,"Dependent employment"
"DE","HUN","A","P1Y","1991",1682,"Dependent employment"
"DE","HUN","A","P1Y","1992",1644,"Dependent employment"
"DE","HUN","A","P1Y","1993",1732,"Dependent employment"
"DE","CAN","A","P1Y","1970",1877,"Dependent employment"
"DE","KOR","A","P1Y","2013",2071,"Dependent employment"
"DE","HUN","A","P1Y","1996",1777,"Dependent employment"
"DE","HUN","A","P1Y","1997",1786,"Dependent employment"
"DE","BEL","A","P1Y","1995",1447,"Dependent employment"
"DE","FRA","A","P1Y","1978",1667,"Dependent employment"
"DE","IRL","A","P1Y","2012",1439,"Dependent employment"
"DE","NLD","A","P1Y","2008",1363,"Dependent employment"
"DE","NLD","A","P1Y","2009",1354,"Dependent employment"
"DE","FRA","A","P1Y","1982",1571,"Dependent employment"
"DE","CAN","A","P1Y","1977",1799,"Dependent employment"
"DE","CAN","A","P1Y","1978",1803,"Dependent employment"
"DE","CAN","A","P1Y","1979",1812,"Dependent employment"
"DE","NLD","A","P1Y","1974",1638,"Dependent employment"
"DE","NLD","A","P1Y","1975",1579,"Dependent employment"
"DE","NLD","A","P1Y","1976",1574,"Dependent employment"
"DE","ISL","A","P1Y","2001",1971,"Dependent employment"
"DE","ISL","A","P1Y","2002",1928,"Dependent employment"
"DE","ISL","A","P1Y","2003",1921,"Dependent employment"
"DE","ISL","A","P1Y","2004",1933,"Dependent employment"
"DE","ISL","A","P1Y","2005",1924,"Dependent employment"
"DE","ISL","A","P1Y","2006",1902,"Dependent employment"
"DE","ISL","A","P1Y","2007",1888,"Dependent employment"
"DE","ISL","A","P1Y","2008",1896,"Dependent employment"
"DE","ISL","A","P1Y","2009",1816,"Dependent employment"
"DE","ISL","A","P1Y","2010",1803,"Dependent employment"
"DE","ISL","A","P1Y","2011",1842,"Dependent employment"
"DE","ISL","A","P1Y","2012",1825,"Dependent employment"
"DE","ISL","A","P1Y","2013",1809,"Dependent employment"
"DE","ISL","A","P1Y","2014",1827,"Dependent employment"
"DE","ISL","A","P1Y","2015",1852,"Dependent employment"
"DE","ISL","A","P1Y","2016",1849,"Dependent employment"
"DE","DNK","A","P1Y","2007",1390,"Dependent employment"
"DE","DNK","A","P1Y","2008",1389,"Dependent employment"
"DE","FIN","A","P1Y","2010",1584,"Dependent employment"
"DE","FRA","A","P1Y","1968",1849,"Dependent employment"
"DE","FRA","A","P1Y","1969",1796,"Dependent employment"
"DE","FRA","A","P1Y","1970",1787,"Dependent employment"
"DE","FRA","A","P1Y","1971",1791,"Dependent employment"
"DE","FRA","A","P1Y","1972",1750,"Dependent employment"
"DE","KOR","A","P1Y","2011",2116,"Dependent employment"
"DE","KOR","A","P1Y","2012",2092,"Dependent employment"
"DE","FRA","A","P1Y","1975",1696,"Dependent employment"
"DE","FRA","A","P1Y","1976",1726,"Dependent employment"
"DE","FRA","A","P1Y","1977",1694,"Dependent employment"
"DE","DNK","A","P1Y","1980",1493,"Dependent employment"
"DE","ISL","A","P1Y","1991",1969,"Dependent employment"
"DE","MEX","A","P1Y","1999",2360,"Dependent employment"
"DE","MEX","A","P1Y","2000",2360,"Dependent employment"
"DE","NLD","A","P1Y","2010",1350,"Dependent employment"
"DE","GRC","A","P1Y","1992",1795,"Dependent employment"
"DE","GRC","A","P1Y","1993",1794,"Dependent employment"
"DE","NLD","A","P1Y","2013",1346,"Dependent employment"
"DE","NLD","A","P1Y","2014",1355,"Dependent employment"
"DE","NLD","A","P1Y","2015",1347,"Dependent employment"
"DE","NLD","A","P1Y","2016",1359,"Dependent employment"
"DE","MEX","A","P1Y","2008",2344,"Dependent employment"
"DE","MEX","A","P1Y","2009",2332,"Dependent employment"
"DE","FRA","A","P1Y","1950",1879,"Dependent employment"
"DE","POL","A","P1Y","2004",1957,"Dependent employment"
"DE","POL","A","P1Y","2005",1970,"Dependent employment"
"DE","POL","A","P1Y","2006",1958,"Dependent employment"
"DE","POL","A","P1Y","2007",1953,"Dependent employment"
"DE","POL","A","P1Y","2008",1940,"Dependent employment"
"DE","POL","A","P1Y","2009",1914,"Dependent employment"
"DE","POL","A","P1Y","2010",1912,"Dependent employment"
"DE","POL","A","P1Y","2011",1911,"Dependent employment"
"DE","FRA","A","P1Y","1959",1860,"Dependent employment"
"DE","FRA","A","P1Y","1960",1879,"Dependent employment"
"DE","POL","A","P1Y","2014",1885,"Dependent employment"
"DE","POL","A","P1Y","2015",1923,"Dependent employment"
"DE","POL","A","P1Y","2016",1890,"Dependent employment"
"DE","DEU","A","P1Y","1992",1488,"Dependent employment"
"DE","DEU","A","P1Y","1993",1461,"Dependent employment"
"DE","DEU","A","P1Y","1994",1454,"Dependent employment"
"DE","FIN","A","P1Y","2011",1578,"Dependent employment"
"DE","FIN","A","P1Y","2012",1575,"Dependent employment"
"DE","NLD","A","P1Y","1998",1416,"Dependent employment"
"DE","FIN","A","P1Y","2015",1574,"Dependent employment"
"DE","FIN","A","P1Y","2016",1602,"Dependent employment"
"DE","FRA","A","P1Y","1973",1742,"Dependent employment"
"DE","FRA","A","P1Y","1974",1718,"Dependent employment"
"DE","NLD","A","P1Y","2003",1372,"Dependent employment"
"DE","CAN","A","P1Y","2010",1707,"Dependent employment"
"DE","DNK","A","P1Y","1979",1470,"Dependent employment"
"DE","GBR","A","P1Y","1997",1698,"Dependent employment"
"DE","GBR","A","P1Y","1998",1700,"Dependent employment"
"DE","GBR","A","P1Y","1999",1691,"Dependent employment"
"DE","GBR","A","P1Y","2000",1680,"Dependent employment"
"DE","GBR","A","P1Y","2001",1683,"Dependent employment"
"DE","GBR","A","P1Y","2002",1668,"Dependent employment"
"DE","GBR","A","P1Y","2003",1648,"Dependent employment"
"DE","GBR","A","P1Y","2004",1642,"Dependent employment"
"DE","GBR","A","P1Y","2005",1650,"Dependent employment"
"DE","GBR","A","P1Y","2006",1644,"Dependent employment"
"DE","GBR","A","P1Y","2007",1658,"Dependent employment"
"DE","GBR","A","P1Y","2008",1642,"Dependent employment"
"DE","GBR","A","P1Y","2009",1638,"Dependent employment"
"DE","GBR","A","P1Y","2010",1632,"Dependent employment"
"DE","GBR","A","P1Y","2011",1621,"Dependent employment"
"DE","PRT","A","P1Y","1997",1742,"Dependent employment"
"DE","PRT","A","P1Y","1998",1743,"Dependent employment"
"DE","PRT","A","P1Y","1999",1763,"Dependent employment"
"DE","PRT","A","P1Y","2000",1729,"Dependent employment"
"DE","PRT","A","P1Y","2001",1742,"Dependent employment"
"DE","FIN","A","P1Y","2000",1638,"Dependent employment"
"DE","FIN","A","P1Y","2001",1616,"Dependent employment"
"DE","FIN","A","P1Y","2002",1609,"Dependent employment"
"DE","FIN","A","P1Y","2003",1596,"Dependent employment"
"DE","FIN","A","P1Y","2004",1622,"Dependent employment"
"DE","FIN","A","P1Y","2005",1605,"Dependent employment"
"DE","FIN","A","P1Y","2006",1600,"Dependent employment"
"DE","FIN","A","P1Y","2007",1594,"Dependent employment"
"DE","DNK","A","P1Y","1966",1844,"Dependent employment"
"DE","DNK","A","P1Y","1967",1821,"Dependent employment"
"DE","DEU","A","P1Y","1995",1442,"Dependent employment"
"DE","DEU","A","P1Y","1996",1423,"Dependent employment"
"DE","DEU","A","P1Y","1997",1409,"Dependent employment"
"DE","DEU","A","P1Y","1998",1401,"Dependent employment"
"DE","GBR","A","P1Y","1991",1695,"Dependent employment"
"DE","GBR","A","P1Y","1992",1681,"Dependent employment"
"DE","GBR","A","P1Y","1993",1676,"Dependent employment"
"DE","GBR","A","P1Y","1994",1690,"Dependent employment"
"DE","GBR","A","P1Y","1995",1695,"Dependent employment"
"DE","GBR","A","P1Y","1996",1696,"Dependent employment"
"DE","DNK","A","P1Y","1978",1471,"Dependent employment"
"DE","GRC","A","P1Y","1986",1757,"Dependent employment"
"DE","GRC","A","P1Y","1987",1754,"Dependent employment"
"DE","GRC","A","P1Y","1988",1741,"Dependent employment"
"DE","GRC","A","P1Y","1989",1752,"Dependent employment"
"DE","GRC","A","P1Y","1990",1761,"Dependent employment"
"DE","NLD","A","P1Y","2011",1351,"Dependent employment"
"DE","NLD","A","P1Y","2012",1341,"Dependent employment"
"DE","LUX","A","P1Y","2007",1570,"Dependent employment"
"DE","LUX","A","P1Y","2008",1570,"Dependent employment"
"DE","LUX","A","P1Y","2009",1519,"Dependent employment"
"DE","LUX","A","P1Y","2010",1523,"Dependent employment"
"DE","LUX","A","P1Y","2011",1522,"Dependent employment"
"DE","LUX","A","P1Y","2012",1514,"Dependent employment"
"DE","LUX","A","P1Y","2013",1504,"Dependent employment"
"DE","LUX","A","P1Y","2014",1509,"Dependent employment"
"DE","LUX","A","P1Y","2015",1507,"Dependent employment"
"DE","GRC","A","P1Y","2002",1818,"Dependent employment"
"DE","GRC","A","P1Y","2003",1812,"Dependent employment"
"DE","GRC","A","P1Y","2004",1802,"Dependent employment"
"DE","GRC","A","P1Y","2005",1811,"Dependent employment"
"DE","GRC","A","P1Y","2006",1795,"Dependent employment"
"DE","GRC","A","P1Y","2007",1780,"Dependent employment"
"DE","DNK","A","P1Y","2001",1414,"Dependent employment"
"DE","DNK","A","P1Y","2002",1403,"Dependent employment"
"DE","DNK","A","P1Y","2003",1400,"Dependent employment"
"DE","DNK","A","P1Y","2004",1402,"Dependent employment"
"DE","GRC","A","P1Y","2012",1727,"Dependent employment"
"DE","GRC","A","P1Y","2013",1727,"Dependent employment"
"DE","GRC","A","P1Y","2014",1733,"Dependent employment"
"DE","DNK","A","P1Y","1968",1781,"Dependent employment"
"DE","DNK","A","P1Y","1969",1745,"Dependent employment"
"DE","DNK","A","P1Y","1970",1726,"Dependent employment"
"DE","DNK","A","P1Y","1971",1695,"Dependent employment"
"DE","NLD","A","P1Y","1999",1411,"Dependent employment"
"DE","NLD","A","P1Y","2000",1394,"Dependent employment"
"DE","NLD","A","P1Y","2001",1390,"Dependent employment"
"DE","NLD","A","P1Y","2002",1378,"Dependent employment"
"DE","DNK","A","P1Y","1976",1515,"Dependent employment"
"DE","DNK","A","P1Y","1977",1490,"Dependent employment"
"DE","MEX","A","P1Y","1995",2360,"Dependent employment"
"DE","MEX","A","P1Y","1996",2371,"Dependent employment"
"DE","MEX","A","P1Y","1997",2372,"Dependent employment"
"DE","MEX","A","P1Y","1998",2353,"Dependent employment"
"DE","SVK","A","P1Y","2002",1760,"Dependent employment"
"DE","MEX","A","P1Y","2001",2341,"Dependent employment"
"DE","MEX","A","P1Y","2002",2330,"Dependent employment"
"DE","MEX","A","P1Y","2003",2331,"Dependent employment"
"DE","MEX","A","P1Y","2004",2340,"Dependent employment"
"DE","MEX","A","P1Y","2005",2353,"Dependent employment"
"DE","MEX","A","P1Y","2006",2351,"Dependent employment"
"DE","MEX","A","P1Y","2007",2337,"Dependent employment"
"DE","SVK","A","P1Y","2010",1729,"Dependent employment"
"DE","SVK","A","P1Y","2011",1734,"Dependent employment"
"DE","POL","A","P1Y","2003",1956,"Dependent employment"
"DE","FTFR","A","P1Y","1988",1537,"Dependent employment"
"DE","FTFR","A","P1Y","1989",1513,"Dependent employment"
"DE","FTFR","A","P1Y","1990",1490,"Dependent employment"
"DE","SVK","A","P1Y","2015",1704,"Dependent employment"
"DE","MEX","A","P1Y","2013",2335,"Dependent employment"
"DE","MEX","A","P1Y","2014",2337,"Dependent employment"
"DE","MEX","A","P1Y","2015",2348,"Dependent employment"
"DE","MEX","A","P1Y","2016",2348,"Dependent employment"
"DE","POL","A","P1Y","2012",1893,"Dependent employment"
"DE","POL","A","P1Y","2013",1879,"Dependent employment"
"DE","HUN","A","P1Y","1980",1930,"Dependent employment"
"DE","HUN","A","P1Y","1981",1928,"Dependent employment"
"DE","HUN","A","P1Y","1982",1847,"Dependent employment"
"DE","HUN","A","P1Y","1983",1829,"Dependent employment"
"DE","HUN","A","P1Y","1984",1765,"Dependent employment"
"DE","HUN","A","P1Y","1985",1742,"Dependent employment"
"DE","HUN","A","P1Y","1986",1734,"Dependent employment"
"DE","HUN","A","P1Y","1987",1772,"Dependent employment"
"DE","HUN","A","P1Y","1988",1768,"Dependent employment"
"DE","HUN","A","P1Y","1989",1746,"Dependent employment"
"DE","FTFR","A","P1Y","2008",1323,"Dependent employment"
"DE","FTFR","A","P1Y","2009",1278,"Dependent employment"
"DE","FTFR","A","P1Y","2010",1307,"Dependent employment"
"DE","FTFR","A","P1Y","2011",1315,"Dependent employment"
"DE","HUN","A","P1Y","1994",1759,"Dependent employment"
"DE","HUN","A","P1Y","1995",1765,"Dependent employment"
"DE","ESP","A","P1Y","1977",1948,"Dependent employment"
"DE","ESP","A","P1Y","1978",1918,"Dependent employment"
"DE","ESP","A","P1Y","1979",1864,"Dependent employment"
"DE","ESP","A","P1Y","1980",1845,"Dependent employment"
"DE","ESP","A","P1Y","1981",1818,"Dependent employment"
"DE","ESP","A","P1Y","1982",1799,"Dependent employment"
"DE","ESP","A","P1Y","1983",1769,"Dependent employment"
"DE","ESP","A","P1Y","1984",1723,"Dependent employment"
"DE","ESP","A","P1Y","1985",1718,"Dependent employment"
"DE","ESP","A","P1Y","1986",1712,"Dependent employment"
"DE","ESP","A","P1Y","1987",1707,"Dependent employment"
"DE","ESP","A","P1Y","1988",1705,"Dependent employment"
"DE","ESP","A","P1Y","1989",1698,"Dependent employment"
"DE","ESP","A","P1Y","1990",1696,"Dependent employment"
"DE","ESP","A","P1Y","1991",1703,"Dependent employment"
"DE","ESP","A","P1Y","1992",1696,"Dependent employment"
"DE","ESP","A","P1Y","1993",1684,"Dependent employment"
"DE","ESP","A","P1Y","1994",1683,"Dependent employment"
"DE","ESP","A","P1Y","1995",1686,"Dependent employment"
"DE","NLD","A","P1Y","1983",1491,"Dependent employment"
